response_id,task,duration,offer,outcome,price,rtb,social_proof,answer
R_Wewy29P25ufORYR,6,12 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",scientific evidence,3
R_Wewy29P25ufORYR,7,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,daily text messages from a coach,scientific evidence,2
R_Wewy29P25ufORYR,8,6 months,help you lead a better life,changing your sleep mindset,$30/month,"personalized, human coaching",professional athletes,1
R_Wewy29P25ufORYR,9,12 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$40/month,the support of a community of people just like you,scientific evidence,3
R_WjJjHDMUxqES66l,1,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",leading researchers,1
R_WjJjHDMUxqES66l,10,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,a program created just for you,professional athletes,1
R_WjJjHDMUxqES66l,11,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",professional athletes,1
R_WjJjHDMUxqES66l,12,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,leading researchers,1
R_WjJjHDMUxqES66l,2,6 months,help you lead a better life,breaking bad habits and creating new routines,$40/month,daily text messages from a coach,professional athletes,1
R_WjJjHDMUxqES66l,3,6 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,daily text messages from a coach,scientific evidence,1
R_WjJjHDMUxqES66l,4,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,"personalized, human coaching",a method that has helped thousands,1
R_WjJjHDMUxqES66l,5,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,a program created just for you,scientific evidence,1
R_WjJjHDMUxqES66l,6,12 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,leading researchers,1
R_WjJjHDMUxqES66l,7,6 months,improve your health for the long-run,changing your sleep mindset,$40/month,cognitive behavioral therapy,scientific evidence,1
R_WjJjHDMUxqES66l,8,12 months,improve your health for the long-run,changing your sleep mindset,$20/month,"personalized, human coaching",a method that has helped thousands,1
R_WjJjHDMUxqES66l,9,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,the support of a community of people just like you,leading researchers,1
R_WoE9I2usK0o7h1D,1,3 months,help you sleep without more pills,changing your sleep mindset,$30/month,"personalized, human coaching",a method that has helped thousands,3
R_WoE9I2usK0o7h1D,10,12 months,improve your sleep sustainably,changing your sleep mindset,$30/month,a program created just for you,leading researchers,3
R_WoE9I2usK0o7h1D,11,3 months,help you lead a better life,changing your sleep mindset,$20/month,"personalized, human coaching",a method that has helped thousands,4
R_WoE9I2usK0o7h1D,12,3 months,help you lead a better life,empowering you to take back your sleep habits,$30/month,a program created just for you,a method that has helped thousands,3
R_WoE9I2usK0o7h1D,2,12 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,scientific evidence,3
R_WoE9I2usK0o7h1D,3,3 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,daily text messages from a coach,leading researchers,3
R_WoE9I2usK0o7h1D,4,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,cognitive behavioral therapy,professional athletes,4
R_WoE9I2usK0o7h1D,5,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,a program created just for you,a method that has helped thousands,3
R_WoE9I2usK0o7h1D,6,6 months,improve your sleep sustainably,changing your sleep mindset,$40/month,cognitive behavioral therapy,professional athletes,2
R_WoE9I2usK0o7h1D,7,12 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,"personalized, human coaching",leading researchers,3
R_WoE9I2usK0o7h1D,8,3 months,improve your sleep sustainably,changing your sleep mindset,$40/month,a program created just for you,professional athletes,2
R_WoE9I2usK0o7h1D,9,6 months,help you sleep without more pills,changing your sleep mindset,$30/month,"personalized, human coaching",professional athletes,3
R_wTeaAulj7q8mhXj,1,3 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,a program created just for you,professional athletes,2
R_wTeaAulj7q8mhXj,10,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,daily text messages from a coach,a method that has helped thousands,1
R_wTeaAulj7q8mhXj,11,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,a program created just for you,professional athletes,1
R_wTeaAulj7q8mhXj,12,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,cognitive behavioral therapy,a method that has helped thousands,2
R_wTeaAulj7q8mhXj,2,6 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,the support of a community of people just like you,scientific evidence,1
R_wTeaAulj7q8mhXj,3,3 months,improve your health for the long-run,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",scientific evidence,2
R_wTeaAulj7q8mhXj,4,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,a method that has helped thousands,2
R_wTeaAulj7q8mhXj,5,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,a method that has helped thousands,2
R_wTeaAulj7q8mhXj,6,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",scientific evidence,2
R_wTeaAulj7q8mhXj,7,6 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,"unique daily games, challenges and exercises",leading researchers,2
R_wTeaAulj7q8mhXj,8,12 months,help you lead a better life,changing your sleep mindset,$30/month,"personalized, human coaching",professional athletes,1
R_wTeaAulj7q8mhXj,9,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,leading researchers,1
R_wTurd9ZOB72PuBr,1,12 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,"personalized, human coaching",leading researchers,2
R_wTurd9ZOB72PuBr,10,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,a method that has helped thousands,3
R_wTurd9ZOB72PuBr,11,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,a method that has helped thousands,2
R_wTurd9ZOB72PuBr,12,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",leading researchers,2
R_wTurd9ZOB72PuBr,2,3 months,help you sleep without more pills,changing your sleep mindset,$30/month,cognitive behavioral therapy,professional athletes,2
R_wTurd9ZOB72PuBr,3,3 months,help you lead a better life,changing your sleep mindset,$30/month,the support of a community of people just like you,leading researchers,2
R_wTurd9ZOB72PuBr,4,3 months,help you lead a better life,changing your sleep mindset,$30/month,the support of a community of people just like you,leading researchers,1
R_wTurd9ZOB72PuBr,5,12 months,improve your health for the long-run,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",scientific evidence,2
R_wTurd9ZOB72PuBr,6,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,"unique daily games, challenges and exercises",scientific evidence,3
R_wTurd9ZOB72PuBr,7,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,a program created just for you,professional athletes,2
R_wTurd9ZOB72PuBr,8,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,professional athletes,3
R_wTurd9ZOB72PuBr,9,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,a program created just for you,a method that has helped thousands,3
R_wUiqaEMkWXZLxTz,1,12 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,the support of a community of people just like you,scientific evidence,3
R_wUiqaEMkWXZLxTz,10,3 months,help you lead a better life,empowering you to take back your sleep habits,$30/month,a program created just for you,professional athletes,3
R_wUiqaEMkWXZLxTz,11,12 months,improve your sleep sustainably,changing your sleep mindset,$30/month,a program created just for you,scientific evidence,4
R_wUiqaEMkWXZLxTz,12,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,a method that has helped thousands,4
R_wUiqaEMkWXZLxTz,2,6 months,help you sleep without more pills,changing your sleep mindset,$20/month,daily text messages from a coach,leading researchers,2
R_wUiqaEMkWXZLxTz,3,6 months,improve your sleep sustainably,changing your sleep mindset,$30/month,the support of a community of people just like you,leading researchers,1
R_wUiqaEMkWXZLxTz,4,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,cognitive behavioral therapy,a method that has helped thousands,1
R_wUiqaEMkWXZLxTz,5,12 months,help you lead a better life,empowering you to take back your sleep habits,$30/month,"personalized, human coaching",scientific evidence,2
R_wUiqaEMkWXZLxTz,6,3 months,improve your sleep sustainably,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",scientific evidence,1
R_wUiqaEMkWXZLxTz,7,6 months,help you sleep without more pills,changing your sleep mindset,$40/month,cognitive behavioral therapy,professional athletes,3
R_wUiqaEMkWXZLxTz,8,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$40/month,cognitive behavioral therapy,a method that has helped thousands,1
R_wUiqaEMkWXZLxTz,9,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",a method that has helped thousands,2
R_wYnW8VOToaeEdCF,1,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,cognitive behavioral therapy,scientific evidence,4
R_wYnW8VOToaeEdCF,10,6 months,help you lead a better life,changing your sleep mindset,$20/month,a program created just for you,scientific evidence,4
R_wYnW8VOToaeEdCF,11,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,leading researchers,4
R_wYnW8VOToaeEdCF,12,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",scientific evidence,4
R_wYnW8VOToaeEdCF,2,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,a program created just for you,professional athletes,3
R_wYnW8VOToaeEdCF,3,6 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,"unique daily games, challenges and exercises",scientific evidence,4
R_wYnW8VOToaeEdCF,4,3 months,improve your sleep sustainably,changing your sleep mindset,$40/month,daily text messages from a coach,professional athletes,4
R_wYnW8VOToaeEdCF,5,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,scientific evidence,4
R_wYnW8VOToaeEdCF,6,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",leading researchers,4
R_wYnW8VOToaeEdCF,7,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,cognitive behavioral therapy,a method that has helped thousands,3
R_wYnW8VOToaeEdCF,8,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,a method that has helped thousands,3
R_wYnW8VOToaeEdCF,9,12 months,help you lead a better life,changing your sleep mindset,$20/month,cognitive behavioral therapy,scientific evidence,4
R_x3B7jh8AkzLRq8N,1,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$40/month,daily text messages from a coach,professional athletes,1
R_x3B7jh8AkzLRq8N,10,12 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",scientific evidence,2
R_x3B7jh8AkzLRq8N,11,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,leading researchers,1
R_x3B7jh8AkzLRq8N,12,12 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",professional athletes,1
R_x3B7jh8AkzLRq8N,2,12 months,improve your sleep sustainably,changing your sleep mindset,$20/month,the support of a community of people just like you,professional athletes,2
R_x3B7jh8AkzLRq8N,3,12 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",scientific evidence,1
R_x3B7jh8AkzLRq8N,4,12 months,help you lead a better life,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",leading researchers,3
R_x3B7jh8AkzLRq8N,5,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,"unique daily games, challenges and exercises",scientific evidence,1
R_x3B7jh8AkzLRq8N,6,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,cognitive behavioral therapy,leading researchers,1
R_x3B7jh8AkzLRq8N,7,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,scientific evidence,1
R_x3B7jh8AkzLRq8N,8,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,"personalized, human coaching",professional athletes,3
R_x3B7jh8AkzLRq8N,9,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,"unique daily games, challenges and exercises",leading researchers,1
R_x4p9Aovj2WkJFxT,1,3 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,daily text messages from a coach,scientific evidence,4
R_x4p9Aovj2WkJFxT,10,3 months,help you lead a better life,changing your sleep mindset,$40/month,"unique daily games, challenges and exercises",scientific evidence,3
R_x4p9Aovj2WkJFxT,11,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",a method that has helped thousands,3
R_x4p9Aovj2WkJFxT,12,12 months,help you sleep without more pills,changing your sleep mindset,$20/month,a program created just for you,professional athletes,2
R_x4p9Aovj2WkJFxT,2,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",scientific evidence,1
R_x4p9Aovj2WkJFxT,3,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,a program created just for you,a method that has helped thousands,4
R_x4p9Aovj2WkJFxT,4,3 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,"personalized, human coaching",leading researchers,4
R_x4p9Aovj2WkJFxT,5,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,leading researchers,4
R_x4p9Aovj2WkJFxT,6,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",scientific evidence,2
R_x4p9Aovj2WkJFxT,7,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,a program created just for you,leading researchers,2
R_x4p9Aovj2WkJFxT,8,12 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,leading researchers,4
R_x4p9Aovj2WkJFxT,9,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,the support of a community of people just like you,professional athletes,3
R_XG38v4hA71xNUyJ,1,3 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,daily text messages from a coach,leading researchers,1
R_XG38v4hA71xNUyJ,10,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$40/month,cognitive behavioral therapy,leading researchers,1
R_XG38v4hA71xNUyJ,11,3 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,leading researchers,1
R_XG38v4hA71xNUyJ,12,12 months,improve your health for the long-run,changing your sleep mindset,$40/month,"personalized, human coaching",scientific evidence,1
R_XG38v4hA71xNUyJ,2,6 months,improve your sleep sustainably,changing your sleep mindset,$20/month,"personalized, human coaching",professional athletes,1
R_XG38v4hA71xNUyJ,3,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,cognitive behavioral therapy,a method that has helped thousands,1
R_XG38v4hA71xNUyJ,4,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,a method that has helped thousands,1
R_XG38v4hA71xNUyJ,5,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,"unique daily games, challenges and exercises",professional athletes,1
R_XG38v4hA71xNUyJ,6,12 months,improve your sleep sustainably,changing your sleep mindset,$20/month,daily text messages from a coach,leading researchers,1
R_XG38v4hA71xNUyJ,7,3 months,help you sleep without more pills,changing your sleep mindset,$30/month,the support of a community of people just like you,leading researchers,1
R_XG38v4hA71xNUyJ,8,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,a method that has helped thousands,1
R_XG38v4hA71xNUyJ,9,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,a program created just for you,a method that has helped thousands,1
R_XIkUfCapuyR9r57,1,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,scientific evidence,2
R_XIkUfCapuyR9r57,10,6 months,improve your sleep sustainably,changing your sleep mindset,$20/month,daily text messages from a coach,professional athletes,1
R_XIkUfCapuyR9r57,11,12 months,help you lead a better life,changing your sleep mindset,$40/month,a program created just for you,professional athletes,1
R_XIkUfCapuyR9r57,12,6 months,improve your sleep sustainably,changing your sleep mindset,$20/month,cognitive behavioral therapy,leading researchers,1
R_XIkUfCapuyR9r57,2,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$40/month,the support of a community of people just like you,scientific evidence,1
R_XIkUfCapuyR9r57,3,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",professional athletes,1
R_XIkUfCapuyR9r57,4,12 months,improve your health for the long-run,changing your sleep mindset,$30/month,daily text messages from a coach,professional athletes,1
R_XIkUfCapuyR9r57,5,12 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,"unique daily games, challenges and exercises",leading researchers,1
R_XIkUfCapuyR9r57,6,6 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,"personalized, human coaching",a method that has helped thousands,1
R_XIkUfCapuyR9r57,7,3 months,help you lead a better life,changing your sleep mindset,$20/month,a program created just for you,a method that has helped thousands,1
R_XIkUfCapuyR9r57,8,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$40/month,a program created just for you,professional athletes,1
R_XIkUfCapuyR9r57,9,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,cognitive behavioral therapy,a method that has helped thousands,1
R_Xk8csf9yV1EYJ45,1,3 months,help you sleep without more pills,changing your sleep mindset,$40/month,cognitive behavioral therapy,leading researchers,2
R_Xk8csf9yV1EYJ45,10,12 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,daily text messages from a coach,scientific evidence,1
R_Xk8csf9yV1EYJ45,11,3 months,improve your sleep sustainably,changing your sleep mindset,$20/month,"personalized, human coaching",a method that has helped thousands,1
R_Xk8csf9yV1EYJ45,12,6 months,improve your sleep sustainably,changing your sleep mindset,$20/month,"personalized, human coaching",leading researchers,1
R_Xk8csf9yV1EYJ45,2,3 months,help you lead a better life,changing your sleep mindset,$30/month,a program created just for you,a method that has helped thousands,2
R_Xk8csf9yV1EYJ45,3,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,cognitive behavioral therapy,professional athletes,3
R_Xk8csf9yV1EYJ45,4,12 months,help you lead a better life,breaking bad habits and creating new routines,$30/month,cognitive behavioral therapy,professional athletes,2
R_Xk8csf9yV1EYJ45,5,12 months,improve your health for the long-run,empowering you to take back your sleep habits,$20/month,daily text messages from a coach,a method that has helped thousands,1
R_Xk8csf9yV1EYJ45,6,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,a program created just for you,scientific evidence,1
R_Xk8csf9yV1EYJ45,7,6 months,improve your sleep sustainably,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,a method that has helped thousands,1
R_Xk8csf9yV1EYJ45,8,12 months,improve your health for the long-run,changing your sleep mindset,$20/month,cognitive behavioral therapy,a method that has helped thousands,1
R_Xk8csf9yV1EYJ45,9,12 months,improve your sleep sustainably,changing your sleep mindset,$40/month,daily text messages from a coach,a method that has helped thousands,1
R_XNErREr6T4I1qxj,1,3 months,help you sleep without more pills,changing your sleep mindset,$30/month,cognitive behavioral therapy,leading researchers,3
R_XNErREr6T4I1qxj,10,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,cognitive behavioral therapy,scientific evidence,3
R_XNErREr6T4I1qxj,11,12 months,improve your sleep sustainably,changing your sleep mindset,$40/month,a program created just for you,scientific evidence,3
R_XNErREr6T4I1qxj,12,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,daily text messages from a coach,professional athletes,3
R_XNErREr6T4I1qxj,2,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,leading researchers,3
R_XNErREr6T4I1qxj,3,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,a program created just for you,a method that has helped thousands,3
R_XNErREr6T4I1qxj,4,3 months,help you lead a better life,changing your sleep mindset,$20/month,cognitive behavioral therapy,leading researchers,3
R_XNErREr6T4I1qxj,5,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,"personalized, human coaching",scientific evidence,3
R_XNErREr6T4I1qxj,6,12 months,improve your health for the long-run,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",leading researchers,4
R_XNErREr6T4I1qxj,7,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",a method that has helped thousands,3
R_XNErREr6T4I1qxj,8,12 months,improve your health for the long-run,empowering you to take back your sleep habits,$40/month,a program created just for you,professional athletes,3
R_XNErREr6T4I1qxj,9,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,cognitive behavioral therapy,a method that has helped thousands,3
R_XnwOvrMfOvv7ly9,1,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",scientific evidence,1
R_XnwOvrMfOvv7ly9,10,6 months,improve your sleep sustainably,breaking bad habits and creating new routines,$40/month,"unique daily games, challenges and exercises",scientific evidence,1
R_XnwOvrMfOvv7ly9,11,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",leading researchers,1
R_XnwOvrMfOvv7ly9,12,12 months,help you lead a better life,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",professional athletes,1
R_XnwOvrMfOvv7ly9,2,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",professional athletes,1
R_XnwOvrMfOvv7ly9,3,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,scientific evidence,1
R_XnwOvrMfOvv7ly9,4,6 months,improve your sleep sustainably,breaking bad habits and creating new routines,$40/month,a program created just for you,leading researchers,1
R_XnwOvrMfOvv7ly9,5,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,daily text messages from a coach,a method that has helped thousands,1
R_XnwOvrMfOvv7ly9,6,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,daily text messages from a coach,a method that has helped thousands,1
R_XnwOvrMfOvv7ly9,7,12 months,help you lead a better life,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,scientific evidence,1
R_XnwOvrMfOvv7ly9,8,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,a method that has helped thousands,1
R_XnwOvrMfOvv7ly9,9,12 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,a program created just for you,leading researchers,1
R_XpiBJ04nBHYJMsN,1,3 months,help you lead a better life,changing your sleep mindset,$40/month,cognitive behavioral therapy,a method that has helped thousands,2
R_XpiBJ04nBHYJMsN,10,12 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",scientific evidence,1
R_XpiBJ04nBHYJMsN,11,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,a program created just for you,scientific evidence,1
R_XpiBJ04nBHYJMsN,12,3 months,help you lead a better life,changing your sleep mindset,$30/month,a program created just for you,a method that has helped thousands,2
R_XpiBJ04nBHYJMsN,2,3 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,a method that has helped thousands,3
R_XpiBJ04nBHYJMsN,3,12 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,the support of a community of people just like you,a method that has helped thousands,1
R_XpiBJ04nBHYJMsN,4,12 months,help you lead a better life,changing your sleep mindset,$30/month,the support of a community of people just like you,scientific evidence,1
R_XpiBJ04nBHYJMsN,5,6 months,help you sleep without more pills,changing your sleep mindset,$20/month,the support of a community of people just like you,a method that has helped thousands,2
R_XpiBJ04nBHYJMsN,6,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",professional athletes,1
R_XpiBJ04nBHYJMsN,7,3 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,cognitive behavioral therapy,professional athletes,2
R_XpiBJ04nBHYJMsN,8,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$40/month,daily text messages from a coach,scientific evidence,2
R_XpiBJ04nBHYJMsN,9,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$20/month,a program created just for you,professional athletes,3
R_XpKAeb4AC83dBYd,1,6 months,help you lead a better life,changing your sleep mindset,$20/month,"personalized, human coaching",a method that has helped thousands,2
R_XpKAeb4AC83dBYd,10,3 months,help you lead a better life,breaking bad habits and creating new routines,$40/month,a program created just for you,professional athletes,1
R_XpKAeb4AC83dBYd,11,6 months,improve your health for the long-run,changing your sleep mindset,$40/month,a program created just for you,scientific evidence,1
R_XpKAeb4AC83dBYd,12,6 months,help you sleep without more pills,changing your sleep mindset,$20/month,the support of a community of people just like you,a method that has helped thousands,1
R_XpKAeb4AC83dBYd,2,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$20/month,"unique daily games, challenges and exercises",professional athletes,2
R_XpKAeb4AC83dBYd,3,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,the support of a community of people just like you,leading researchers,1
R_XpKAeb4AC83dBYd,4,6 months,help you lead a better life,changing your sleep mindset,$40/month,"unique daily games, challenges and exercises",a method that has helped thousands,1
R_XpKAeb4AC83dBYd,5,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,a program created just for you,a method that has helped thousands,1
R_XpKAeb4AC83dBYd,6,12 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,"personalized, human coaching",leading researchers,1
R_XpKAeb4AC83dBYd,7,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,"unique daily games, challenges and exercises",professional athletes,1
R_XpKAeb4AC83dBYd,8,12 months,improve your health for the long-run,changing your sleep mindset,$20/month,daily text messages from a coach,a method that has helped thousands,1
R_XpKAeb4AC83dBYd,9,12 months,improve your sleep sustainably,changing your sleep mindset,$30/month,daily text messages from a coach,scientific evidence,1
R_xsYEoqfwMWJdYul,1,6 months,improve your sleep sustainably,changing your sleep mindset,$40/month,cognitive behavioral therapy,leading researchers,2
R_xsYEoqfwMWJdYul,10,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,daily text messages from a coach,professional athletes,1
R_xsYEoqfwMWJdYul,11,12 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,professional athletes,1
R_xsYEoqfwMWJdYul,12,6 months,help you lead a better life,breaking bad habits and creating new routines,$30/month,"unique daily games, challenges and exercises",leading researchers,2
R_xsYEoqfwMWJdYul,2,3 months,improve your sleep sustainably,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,scientific evidence,2
R_xsYEoqfwMWJdYul,3,6 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,daily text messages from a coach,professional athletes,1
R_xsYEoqfwMWJdYul,4,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",leading researchers,2
R_xsYEoqfwMWJdYul,5,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,the support of a community of people just like you,professional athletes,1
R_xsYEoqfwMWJdYul,6,12 months,improve your health for the long-run,changing your sleep mindset,$40/month,cognitive behavioral therapy,professional athletes,2
R_xsYEoqfwMWJdYul,7,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",professional athletes,2
