response_id,d_urban,s_gender,s_race,d_education,s_hhincome,s_problem,m1_philosophy_1,m1_philosophy_2,m1_philosophy_3,m1_philosophy_4,m1_philosophy_5,m1_philosophy_6,m1_philosophy_7,m1_philosophy_8,m1_philosophy_9,m2_attitudes_1,m2_attitudes_2,m2_attitudes_3,m2_attitudes_4,m2_attitudes_5,m2_attitudes_6,m2_attitudes_7,m2_attitudes_8,m2_attitudes_9,m2_attitudes_10,m2_attitudes_11,m2_awareness_apps_1,m2_awareness_apps_4,m2_awareness_apps_5,m2_awareness_apps_6,m2_awareness_apps_7,m2_awareness_apps_8,m2_awareness_apps_9,m2_awareness_apps_10,m2_awareness_apps_11,m2_awareness_apps_12,m2_awareness_apps_13,m2_awareness_apps_14,hours,source_1,source_4,source_5,source_6,source_7,source_8,source_9,source_10,source_11,source_12,source_13,source_14,source_15,source_16,source_17,behavior_1,behavior_4,behavior_5,behavior_6,behavior_7,behavior_8,behavior_9,behavior_10,behavior_11,behavior_12,behavior_13,behavior_14,behavior_15,behavior_16,behavior_a_1,behavior_a_2,behavior_a_3,behavior_a_4,behavior_a_5,behavior_a_6,behavior_a_7,behavior_a_8,behavior_a_9,behavior_a_10,behavior_a_11,behavior_a_12,behavior_a_13,behavior_a_14,interst_cbt,past_coach,interest_coach,d_marital,d_h_hnumber,d_parent,d_child_infant,d_child_young,d_child_older,d_politics,d_political_view,d_employment,d_work_schedule,d_work_hours,s_region,s_age,weights
R_sOk0b42Fh94sARb,1,2,5,4,1,3,5,3,3,3,2,3,3,3,3,5,5,3,2,3,4,5,3,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,5,1,2,NA,NA,NA,1,3,4,NA,NA,NORTHEAST,46-64,1.2309161698089597
R_3QRylT6SZy1DWhf,2,2,5,6,4,1,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,2,NA,NA,NA,5,5,5,NA,NA,MIDWEST,46-64,0.8922925370574284
R_3Eo6CsFPQJiac2K,3,1,5,8,3,3,5,1,4,5,3,2,4,5,5,5,5,4,1,3,4,5,4,4,5,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,2,NA,NA,NA,3,2,5,NA,NA,SOUTH,46-64,1.7555961619844644
R_2YkSU2oEKTpcxfE,2,1,5,6,4,3,4,2,3,2,1,2,4,4,4,5,4,3,2,3,5,4,3,4,5,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,2,NA,NA,NA,4,4,5,NA,NA,MIDWEST,46-64,1.125282271409802
R_1onDzUFil59Wbot,1,1,5,6,3,2,3,4,3,4,4,3,4,3,3,2,3,3,3,3,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,5,1,2,NA,NA,NA,1,1,1,1,2,NORTHEAST,18-30,0.629597482691342
R_1JFvTPYyCjasWln,3,2,5,5,3,3,2,2,3,5,3,4,4,5,2,5,5,5,2,3,5,5,4,5,5,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,2,2,NA,NA,NA,4,1,5,NA,NA,SOUTH,46-64,1.3920999141511539
R_23WXOsqlHIXaXrl,2,2,5,6,4,3,3,3,4,3,3,4,3,2,4,4,4,3,3,3,4,3,3,3,3,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,2,2,NA,NA,NA,4,3,2,1,2,MIDWEST,46-64,0.8922925370574284
R_3FXVuPAdMiZY7Oh,2,2,5,8,3,3,3,2,4,3,3,3,3,3,5,4,4,4,3,3,3,4,4,4,4,4,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,2,3,1,2,2,NA,NA,NA,2,3,5,NA,NA,MIDWEST,46-64,0.9999169199972376
R_27BXYYw5mIJULbV,1,2,5,8,3,2,4,5,4,4,4,5,5,4,5,4,5,3,4,4,5,4,5,4,5,4,NA,1,NA,1,1,1,1,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,1,2,2,1,1,2,1,2,2,WEST,31-45,0.5742779968209855
R_R3kl2y0vZBLq1d7,2,1,5,2,2,1,1,4,3,4,3,1,3,4,5,5,5,5,5,3,3,4,3,3,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,2,NA,NA,NA,6,3,4,NA,NA,SOUTH,46-64,1.5244361187015685
R_31ixL0yV83YqxQb,3,1,5,5,4,2,5,1,3,4,4,3,5,5,3,5,5,5,2,4,4,5,4,4,3,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2,2,1,2,2,NA,NA,NA,3,3,5,NA,NA,WEST,46-64,1.0808361431611742
R_1FOPk0aLUEJPlPr,1,1,5,6,4,1,3,3,3,3,3,3,3,3,4,5,5,5,3,3,3,3,3,3,3,3,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,3,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,2,1,1,3,1,1,2,2,2,2,1,1,2,SOUTH,31-45,0.9367589329457665
R_2feXTt6miOr6YuX,2,1,5,4,2,1,2,4,3,4,3,1,3,3,4,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,3,2,3,5,1,2,NA,NA,NA,1,1,1,1,3,SOUTH,46-64,1.5244361187015685
R_szk73Tc1DDeAJeV,1,2,5,5,2,1,3,1,3,5,4,5,5,5,4,5,5,4,4,5,2,5,4,5,5,4,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,2,NA,NA,NA,3,1,1,2,2,WEST,46-64,0.8339632381474902
R_Ad2jyFprhoPxYzv,1,1,5,8,4,2,5,4,4,3,4,5,4,3,4,4,3,3,4,5,4,3,4,4,3,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,1,3,1,3,1,1,2,1,4,4,1,2,2,MIDWEST,31-45,0.6728547983441117
R_1mXzjOZ2Lb3qJj8,2,2,5,2,2,3,3,3,3,3,3,1,2,3,4,5,3,1,1,3,3,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,1,2,2,NA,NA,NA,3,4,7,NA,NA,SOUTH,46-64,1.2088015660586482
R_XG38v4hA71xNUyJ,3,2,5,2,3,3,3,2,3,1,3,1,1,1,4,4,4,3,4,2,1,2,4,4,5,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,2,5,1,2,2,NA,NA,NA,2,4,1,3,2,SOUTH,46-64,1.3920999141511539
R_3plgKadtP9IjuUN,1,2,5,8,3,2,5,4,4,5,5,4,4,4,4,4,5,5,4,4,5,3,4,5,5,4,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,2,1,3,1,2,2,1,1,2,1,2,2,WEST,31-45,0.5742779968209855
R_1CvYzN3reAs27ib,3,1,5,2,4,3,3,3,4,3,3,2,2,3,3,4,4,3,3,3,4,3,4,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,3,2,NA,NA,NA,2,3,5,NA,NA,NORTHEAST,46-64,0.9912278364594534
R_3oLaspueCOndHe8,2,2,5,2,2,1,3,1,3,3,3,3,2,4,5,5,5,4,2,4,4,5,5,5,2,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,2,3,NA,NA,4,2,5,NA,2,2,2,2,NA,1,1,1,3,1,2,NA,NA,NA,3,3,6,NA,NA,MIDWEST,46-64,0.8682574623662828
R_3PsL8thqIMog1zk,2,1,5,6,3,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,NA,1,1,1,NA,1,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,1,1,NA,NA,NA,1,2,1,NA,1,2,NA,NA,1,2,1,NA,NA,NA,2,1,1,1,2,1,2,2,2,5,5,1,1,3,SOUTH,31-45,1.0497466560686306
R_3EQq7lz1p0eHDkE,2,1,5,5,4,3,3,3,3,5,2,4,2,5,3,5,5,5,2,4,4,5,4,5,5,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,NA,NA,NA,3,3,5,NA,NA,WEST,46-64,1.0808361431611742
R_2Uhmt2q6ATYF7x1,2,1,5,6,4,3,4,3,3,4,3,3,3,3,4,4,4,4,3,3,4,4,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,2,2,NA,NA,NA,4,4,6,NA,NA,SOUTH,46-64,1.5666355095078583
R_3HMHlyAXkUy9Guc,2,1,5,5,4,1,4,2,3,4,3,3,4,4,4,5,5,4,3,4,3,4,4,3,4,4,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,3,2,NA,NA,NA,2,3,6,NA,NA,MIDWEST,46-64,1.125282271409802
R_AEUM01c2didggIV,2,1,5,8,4,3,4,2,4,3,4,4,4,4,2,4,4,4,2,4,4,4,3,4,3,4,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,2,1,2,1,2,2,NA,NA,NA,3,3,2,2,2,MIDWEST,46-64,1.125282271409802
R_r2zVdEBu5bkyWHf,3,1,5,4,3,1,4,3,3,5,3,3,3,3,3,5,5,3,2,3,4,5,5,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,2,3,1,2,2,NA,NA,NA,5,4,6,NA,NA,MIDWEST,46-64,1.261008846567511
R_sppk0sS8FUlTYrv,1,2,2,4,1,2,4,1,3,5,3,3,5,5,5,5,5,5,1,5,5,5,3,5,5,5,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,2,2,4,3,2,1,1,1,3,4,3,4,NA,NA,NORTHEAST,46-64,2.767096461308877
R_3eqcqghNtlFK2F1,2,1,5,4,4,1,5,1,3,3,2,2,3,5,3,5,5,4,5,5,4,5,1,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,2,NA,NA,NA,4,3,1,1,3,MIDWEST,46-64,1.125282271409802
R_1NEpPXOkwHwSCJb,2,1,5,6,3,3,5,1,4,5,2,4,4,4,3,5,5,4,2,2,5,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,2,NA,NA,NA,2,3,5,NA,NA,NORTHEAST,46-64,1.110785358035862
R_1DU1QVVJQl0npnW,2,2,5,2,4,3,5,1,3,3,3,1,1,3,5,5,5,5,2,3,3,4,4,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,2,NA,NA,NA,4,4,1,1,3,WEST,46-64,0.8570489812448392
R_3CCTkzVMdULgoRE,3,2,5,5,1,1,3,3,2,3,3,2,2,4,4,4,4,4,4,2,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,5,1,2,NA,NA,NA,1,5,2,1,2,MIDWEST,46-64,1.3973862441405913
R_wTurd9ZOB72PuBr,2,1,5,6,2,2,4,2,3,1,4,3,4,5,4,5,4,3,4,3,4,4,3,3,4,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,2,2,NA,NA,NA,2,2,2,1,2,NORTHEAST,46-64,0.9645278091748904
R_6LRFgWAUPcuuDDP,2,2,5,6,3,2,4,2,4,4,3,3,4,3,3,4,4,2,4,3,3,4,3,3,5,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,2,NA,NA,NA,1,2,4,NA,NA,NORTHEAST,46-64,0.8807972101136126
R_2wFesPaEbbdvpOb,1,1,5,8,3,3,5,1,5,5,1,1,5,1,5,5,1,5,1,5,1,5,1,5,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4,4,2,4,1,1,1,2,SOUTH,31-45,1.0497466560686306
R_2YKaLrWVXq7rWUD,3,2,5,2,1,1,3,2,3,2,4,1,1,1,4,1,4,3,4,1,3,4,4,3,4,4,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,1,2,NA,NA,NA,4,3,4,NA,NA,MIDWEST,46-64,1.3973862441405913
R_2uq70N6OtfWRxQK,2,2,5,2,2,3,3,3,3,4,3,3,3,5,2,4,4,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,1,2,2,NA,NA,NA,2,1,6,NA,NA,MIDWEST,46-64,0.8682574623662828
R_1OBO6OZ8tNSWkN6,3,2,5,8,4,3,3,3,3,4,3,3,2,2,3,4,3,4,3,3,3,4,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,3,3,6,2,2,NA,NA,NA,6,3,1,1,3,NORTHEAST,46-64,0.7859940776355205
R_vUNiRYqM73QHQGJ,3,2,5,4,2,1,2,2,3,4,3,4,3,4,4,5,5,5,4,3,4,5,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,2,NA,NA,NA,4,3,5,NA,NA,NORTHEAST,46-64,0.7648222919506749
R_1q2p3A9nNWLpGc7,3,1,5,7,4,2,4,2,3,3,3,1,3,4,4,5,5,4,2,2,4,5,3,5,5,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,1,2,2,NA,NA,NA,3,4,5,NA,NA,MIDWEST,46-64,1.125282271409802
R_3lPPGU4EPUEDadr,2,2,5,8,3,3,3,3,4,2,4,2,3,4,4,5,5,4,2,3,4,4,4,4,5,4,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,2,4,3,1,2,NA,NA,NA,3,3,1,1,3,MIDWEST,46-64,0.9999169199972376
R_2CvtGjxTnxSdYWi,2,2,5,6,2,2,2,2,3,4,3,3,4,4,4,4,4,4,3,2,4,4,4,4,4,4,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,3,2,3,5,1,2,NA,NA,NA,3,3,4,NA,NA,MIDWEST,46-64,0.8682574623662828
R_1pxrzOfJNnG9wsH,2,2,5,6,2,1,2,2,2,5,3,3,5,5,2,5,5,4,2,4,5,5,4,5,5,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,5,2,2,NA,NA,NA,1,1,4,NA,NA,MIDWEST,46-64,0.8682574623662828
R_bDCAywd1XMyv1Jv,2,2,5,9,4,3,4,1,3,4,3,2,4,4,4,5,4,5,2,3,4,4,4,5,5,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,3,2,NA,2,2,4,1,2,2,NA,NA,NA,1,2,5,NA,NA,SOUTH,46-64,1.2422635714963122
R_1jTFu1iN9tPk1DW,2,2,5,4,3,1,4,5,4,5,5,5,4,4,5,5,5,5,4,5,2,5,2,4,5,2,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,4,4,NA,NA,4,NA,NA,4,4,NA,NA,NA,NA,1,2,1,1,3,2,NA,NA,NA,3,5,4,NA,NA,WEST,46-64,0.9604224422174618
R_1QtQ7pBv2gEPTQK,2,2,5,6,4,3,3,3,3,5,4,4,4,5,5,5,5,2,1,5,4,4,4,3,5,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,3,1,3,2,NA,NA,NA,6,3,1,1,2,WEST,46-64,0.8570489812448392
R_3KIMur2vhb0G3yp,1,2,5,2,1,3,5,1,1,4,1,5,5,5,5,5,5,5,1,4,4,4,4,4,5,5,NA,NA,NA,1,NA,NA,1,1,1,NA,1,NA,3,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,6,3,2,NA,NA,NA,1,1,6,NA,NA,MIDWEST,46-64,1.3973862441405913
R_xsYEoqfwMWJdYul,3,2,5,6,3,3,3,2,4,4,3,4,5,4,5,5,5,4,2,4,4,5,4,3,5,3,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,2,5,1,2,2,NA,NA,NA,2,2,5,NA,NA,NORTHEAST,46-64,0.8807972101136126
